t,vs,s
0.5760000000000004,0.004688937904450267,0.0031542528780441432
0.5770000000000004,0.004684872938012608,0.0031589418159485936
0.5780000000000004,0.004680818525363892,0.0031636266888866063
0.5790000000000004,0.004676774620915378,0.00316830750741197
0.5800000000000004,0.004672741179353548,0.0031729842820328855
0.5810000000000004,0.004668718155637976,0.003177657023212239
0.5820000000000004,0.004664705504999211,0.003182325741367877
0.5830000000000004,0.004660703182936691,0.003186990446872876
0.5840000000000004,0.004656711145216666,0.003191651150055813
0.5850000000000004,0.004652729347870145,0.0031963078612010296
0.5860000000000004,0.004648757747190865,0.0032009605905489
0.5870000000000004,0.004644796299733268,0.0032056093482960906
0.5880000000000004,0.004640844962310517,0.003210254144595824
0.5890000000000004,0.00463690369199251,0.0032148949895581345
0.5900000000000004,0.004632972446103921,0.003219531893250127
0.5910000000000004,0.0046290511822222645,0.0032241648656962307
0.5920000000000004,0.004625139858175969,0.003228793916878453
0.5930000000000004,0.004621238432042471,0.0032334190567366292
0.5940000000000004,0.004617346862146331,0.003238040295168672
0.5950000000000004,0.004613465107057364,0.003242657642030818
0.5960000000000004,0.004609593125588781,0.0032472711071378758
0.5970000000000004,0.004605730876795363,0.0032518807002634644
